'A',0,7,5
'B',6,7,5
'C',13,7,5
'D',20,7,5
'E',27,7,5
'F',34,7,5
'G',41,7,5
'H',48,7,5
'I',55,7,3
'J',62,7,4
'K',69,7,5
'L',76,7,4
'M',83,7,7
'N',90,7,7
'O',97,7,5
'P',104,7,5
'Q',111,7,5
'R',118,7,5
'S',125,7,5
'T',132,7,5
'U',139,7,5
'V',146,7,5
'W',153,7,9
'X',160,7,5
'Y',167,7,5
'Z',174,7,5
'1',181,7,3
'2',188,7,4
'3',195,7,4
'4',202,7,5
'5',209,7,4
'6',216,7,4
'7',223,7,4
'8',230,7,4
'9',237,7,4
'0',244,7,4
